nodo_id,nombre,tipo,distrito,demanda_nivel,latitud,longitud,pedidos_hora,capacidad
283,Intersec. Av. Angamos (Rimac),interseccion,Rimac,baja,-12.037785,-77.023694,0,0
284,Intersec. Av. Salaverry (Villa El Salvador),interseccion,Villa El Salvador,baja,-12.213828,-76.953981,0,0
285,Intersec. Av. Arequipa (San Isidro),interseccion,San Isidro,muy_alta,-12.102197,-77.017641,0,0
286,Intersec. Via Expresa (Surco),interseccion,Surco,alta,-12.133796,-76.983781,0,0
287,Cliente #287 (Jesus Maria),cliente,Jesus Maria,media,-12.06688,-77.056167,1,3
288,Cliente #288 (Lurin),cliente,Lurin,baja,-12.26076,-76.851076,2,1
289,Hub Rappi San Martin Porres,hub_rappi,San Martin Porres,baja,-12.01959,-77.077706,363,363
290,Intersec. Via Expresa (San Isidro),interseccion,San Isidro,muy_alta,-12.116131,-77.032883,0,0
291,Cliente #291 (Chorrillos),cliente,Chorrillos,media,-12.161136,-77.027038,4,2
292,Hub Rappi Puente Piedra,hub_rappi,Puente Piedra,baja,-11.879647,-77.076409,294,262
293,Cliente #293 (Barranco),cliente,Barranco,alta,-12.13366,-77.030236,1,1
294,Hub Rappi San Juan Lurig,hub_rappi,San Juan Lurig,baja,-12.171569,-76.998257,333,450
295,Intersec. Av. Aviacion (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.159983,-76.977752,0,0
296,Intersec. Via Expresa (Puente Piedra),interseccion,Puente Piedra,baja,-11.85929,-77.09875,0,0
297,Intersec. Av. El Derby (Miraflores),interseccion,Miraflores,muy_alta,-12.115123,-77.04428,0,0
298,Cliente #298 (La Molina),cliente,La Molina,media,-12.085482,-76.944131,2,3
299,Hub Rappi Lurin,hub_rappi,Lurin,baja,-12.27226,-76.878008,185,487
300,Cliente #300 (Independencia),cliente,Independencia,baja,-11.994765,-77.067482,1,3
301,Intersec. Av. Primavera (Los Olivos),interseccion,Los Olivos,baja,-11.996704,-77.066986,0,0
302,Cliente #302 (Pachacamac),cliente,Pachacamac,baja,-12.245607,-76.8571,3,2
303,Intersec. Via Expresa (Los Olivos),interseccion,Los Olivos,baja,-11.974668,-77.052454,0,0
304,Intersec. Av. Benavides (San Isidro),interseccion,San Isidro,muy_alta,-12.119281,-77.025376,0,0
305,Cliente #305 (Magdalena),cliente,Magdalena,media,-12.083277,-77.052996,2,1
306,Cliente #306 (Lurin),cliente,Lurin,baja,-12.260264,-76.876786,1,1
307,Intersec. Av. Primavera (La Molina),interseccion,La Molina,media,-12.064063,-76.931359,0,0
308,Intersec. Av. Angamos (Villa Maria),interseccion,Villa Maria,baja,-12.151607,-76.962755,0,0
309,Intersec. Av. Angamos (Miraflores),interseccion,Miraflores,muy_alta,-12.116287,-77.012059,0,0
310,Cliente #310 (Surco),cliente,Surco,alta,-12.168122,-77.009771,2,2
311,Intersec. Av. La Encalada (La Molina),interseccion,La Molina,media,-12.075058,-76.948251,0,0
312,Cliente #312 (Brena),cliente,Brena,media,-12.040036,-77.072247,2,3
313,Cliente #313 (Brena),cliente,Brena,media,-12.046125,-77.033476,1,3
314,Hub Rappi Santa Anita,hub_rappi,Santa Anita,baja,-12.048041,-76.963365,138,427
315,Intersec. Av. La Marina (Carabayllo),interseccion,Carabayllo,baja,-11.90062,-77.040935,0,0
316,Intersec. Av. Caminos del Inca (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.143244,-76.977458,0,0
317,Intersec. Via Expresa (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.156744,-76.988553,0,0
318,Intersec. Av. Angamos (Miraflores),interseccion,Miraflores,muy_alta,-12.105131,-77.028792,0,0
319,Intersec. Av. Arequipa (Lurin),interseccion,Lurin,baja,-12.280865,-76.860169,0,0
320,Intersec. Av. La Marina (Comas),interseccion,Comas,baja,-11.952906,-77.068701,0,0
321,Hub Rappi Santa Anita,hub_rappi,Santa Anita,baja,-12.06151,-76.96466,327,201
322,Hub Rappi Villa Maria,hub_rappi,Villa Maria,baja,-12.157819,-76.932823,420,476
323,Cliente #323 (El Agustino),cliente,El Agustino,baja,-12.027862,-77.031126,3,3
324,Cliente #324 (Jesus Maria),cliente,Jesus Maria,media,-12.070278,-77.022311,2,3
325,Cliente #325 (Pachacamac),cliente,Pachacamac,baja,-12.246384,-76.871339,3,2
326,Intersec. Av. Santa Cruz (Brena),interseccion,Brena,media,-12.067629,-77.035711,0,0
327,Cliente #327 (Surco),cliente,Surco,alta,-12.132432,-76.982466,1,2
328,Intersec. Av. 28 de Julio (Los Olivos),interseccion,Los Olivos,baja,-11.969472,-77.086232,0,0
329,Intersec. Av. El Derby (La Molina),interseccion,La Molina,media,-12.071874,-76.93382,0,0
330,Intersec. Av. Santa Cruz (Barranco),interseccion,Barranco,alta,-12.129916,-77.029601,0,0
331,Cliente #331 (Ate),cliente,Ate,baja,-12.026862,-76.904118,2,1
332,Intersec. Av. Colonial (La Molina),interseccion,La Molina,media,-12.062125,-76.929745,0,0
333,Intersec. Av. 28 de Julio (Puente Piedra),interseccion,Puente Piedra,baja,-11.866251,-77.099832,0,0
334,Intersec. Av. La Marina (Lurin),interseccion,Lurin,baja,-12.297285,-76.863918,0,0
335,Intersec. Av. Benavides (Pueblo Libre),interseccion,Pueblo Libre,media,-12.069109,-77.066634,0,0
336,Intersec. Av. 28 de Julio (Santa Anita),interseccion,Santa Anita,baja,-12.031421,-76.969644,0,0
337,Cliente #337 (Comas),cliente,Comas,baja,-11.947208,-77.047715,3,1
338,Intersec. Av. El Derby (Independencia),interseccion,Independencia,baja,-11.995578,-77.042306,0,0
339,Intersec. Av. La Marina (San Martin Porres),interseccion,San Martin Porres,baja,-12.023953,-77.068116,0,0
340,Intersec. Av. Tomas Marsano (Pachacamac),interseccion,Pachacamac,baja,-12.251786,-76.886885,0,0
341,Cliente #341 (Santa Anita),cliente,Santa Anita,baja,-12.033262,-76.94975,1,3
342,Cliente #342 (Lince),cliente,Lince,media,-12.103092,-77.027953,1,1
343,Intersec. Av. Larco (Miraflores),interseccion,Miraflores,muy_alta,-12.136813,-77.016873,0,0
344,Cliente #344 (El Agustino),cliente,El Agustino,baja,-12.058494,-77.0113,3,2
345,Intersec. Av. Colonial (Jesus Maria),interseccion,Jesus Maria,media,-12.072351,-77.033577,0,0
346,Intersec. Av. El Derby (Ate),interseccion,Ate,baja,-12.033254,-76.929502,0,0
347,Intersec. Av. Caminos del Inca (Comas),interseccion,Comas,baja,-11.949045,-77.059655,0,0
348,Intersec. Av. Primavera (Ate),interseccion,Ate,baja,-12.022038,-76.917093,0,0
349,Cliente #349 (Los Olivos),cliente,Los Olivos,baja,-11.971184,-77.078884,2,1
350,Intersec. Av. Universitaria (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.150231,-76.979358,0,0
351,Intersec. Av. Arequipa (Ate),interseccion,Ate,baja,-12.01105,-76.888494,0,0
352,Hub Rappi Barranco,hub_rappi,Barranco,alta,-12.140146,-77.010459,241,395
353,Cliente #353 (Miraflores),cliente,Miraflores,muy_alta,-12.128926,-77.046816,4,3
354,Cliente #354 (Puente Piedra),cliente,Puente Piedra,baja,-11.857027,-77.076502,1,2
355,Intersec. Av. Benavides (Miraflores),interseccion,Miraflores,muy_alta,-12.099727,-77.021719,0,0
356,Intersec. Av. Angamos (Lince),interseccion,Lince,media,-12.070997,-77.01534,0,0
357,Cliente #357 (Pachacamac),cliente,Pachacamac,baja,-12.229503,-76.885837,5,2
358,Intersec. Av. Javier Prado (Comas),interseccion,Comas,baja,-11.92179,-77.048464,0,0
359,Intersec. Av. Universitaria (San Miguel),interseccion,San Miguel,media,-12.06839,-77.103283,0,0
360,Cliente #360 (Carabayllo),cliente,Carabayllo,baja,-11.883418,-77.051666,2,2
361,Burger King (Independencia),restaurante,Independencia,baja,-11.987459,-77.054254,51,85
362,Pardos Chicken (Lince),restaurante,Lince,media,-12.092921,-77.028635,29,84
363,Intersec. Av. El Derby (El Agustino),interseccion,El Agustino,baja,-12.035581,-77.009757,0,0
364,Intersec. Av. Colonial (Barranco),interseccion,Barranco,alta,-12.150131,-77.013225,0,0
365,Intersec. Av. Javier Prado (Los Olivos),interseccion,Los Olivos,baja,-12.00705,-77.089365,0,0
366,Intersec. Av. La Marina (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.172225,-76.99553,0,0
367,Cliente #367 (Lince),cliente,Lince,media,-12.095108,-77.018858,5,3
368,Cliente #368 (El Agustino),cliente,El Agustino,baja,-12.021261,-77.027682,5,2
369,Cliente #369 (San Borja),cliente,San Borja,alta,-12.12531,-76.991425,3,1
370,Cliente #370 (Lince),cliente,Lince,media,-12.083121,-77.058508,2,2
371,La Lucha (Pachacamac),restaurante,Pachacamac,baja,-12.218446,-76.885874,76,42
372,Hub Rappi Villa El Salvador,hub_rappi,Villa El Salvador,baja,-12.206322,-76.936436,254,257
373,Cliente #373 (La Molina),cliente,La Molina,media,-12.087514,-76.924985,1,1
374,Intersec. Av. La Marina (Independencia),interseccion,Independencia,baja,-11.97641,-77.070443,0,0
375,Cliente #375 (Lince),cliente,Lince,media,-12.071697,-77.050403,3,2
376,Cliente #376 (Los Olivos),cliente,Los Olivos,baja,-12.009082,-77.082414,3,1
377,Cliente #377 (Villa El Salvador),cliente,Villa El Salvador,baja,-12.23116,-76.943526,5,2
378,Cliente #378 (Brena),cliente,Brena,media,-12.047786,-77.049568,5,1
379,Intersec. Av. 28 de Julio (Comas),interseccion,Comas,baja,-11.958322,-77.056664,0,0
380,Intersec. Av. Angamos (Pachacamac),interseccion,Pachacamac,baja,-12.240707,-76.874967,0,0
381,Intersec. Av. Salaverry (Lima Cercado),interseccion,Lima Cercado,media,-12.0331,-77.02835,0,0
382,Intersec. Av. Caminos del Inca (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.15472,-76.993578,0,0
383,Cliente #383 (Los Olivos),cliente,Los Olivos,baja,-12.001143,-77.050144,4,2
384,Cliente #384 (Comas),cliente,Comas,baja,-11.958113,-77.057508,4,2
385,Intersec. Av. Angamos (Miraflores),interseccion,Miraflores,muy_alta,-12.14064,-77.039991,0,0
386,Intersec. Av. Universitaria (Villa Maria),interseccion,Villa Maria,baja,-12.180618,-76.954386,0,0
387,Cliente #387 (Brena),cliente,Brena,media,-12.048409,-77.066671,4,2
388,Intersec. Av. Arequipa (Brena),interseccion,Brena,media,-12.064275,-77.033705,0,0
389,Cliente #389 (San Borja),cliente,San Borja,alta,-12.113627,-76.984185,3,3
390,Cliente #390 (Lurin),cliente,Lurin,baja,-12.269111,-76.873638,5,2
391,Cliente #391 (Lima Cercado),cliente,Lima Cercado,media,-12.043612,-77.018397,3,1
392,Cliente #392 (Pueblo Libre),cliente,Pueblo Libre,media,-12.083141,-77.061373,4,3
393,Cliente #393 (San Miguel),cliente,San Miguel,media,-12.06257,-77.08863,5,3
394,Intersec. Av. 28 de Julio (Jesus Maria),interseccion,Jesus Maria,media,-12.074889,-77.062117,0,0
395,Cliente #395 (Puente Piedra),cliente,Puente Piedra,baja,-11.851185,-77.07927,4,2
396,Cliente #396 (Magdalena),cliente,Magdalena,media,-12.097642,-77.063744,5,2
397,Intersec. Av. Caminos del Inca (Lince),interseccion,Lince,media,-12.068408,-77.045141,0,0
398,Intersec. Av. Tomas Marsano (Callao),interseccion,Callao,baja,-12.042965,-77.128685,0,0
399,Intersec. Av. Santa Cruz (San Martin Porres),interseccion,San Martin Porres,baja,-12.034765,-77.069986,0,0
400,Cliente #400 (Los Olivos),cliente,Los Olivos,baja,-12.004441,-77.051806,5,1
401,Intersec. Av. Benavides (Puente Piedra),interseccion,Puente Piedra,baja,-11.852584,-77.062259,0,0
402,Cliente #402 (Brena),cliente,Brena,media,-12.059715,-77.05897,5,3
403,Intersec. Av. Aviacion (Lince),interseccion,Lince,media,-12.089078,-77.037057,0,0
404,Intersec. Av. El Derby (San Borja),interseccion,San Borja,alta,-12.114616,-77.016192,0,0
405,El Corral (Barranco),restaurante,Barranco,alta,-12.131745,-77.021477,34,25
406,Cliente #406 (Callao),cliente,Callao,baja,-12.07071,-77.10634,2,1
407,Cliente #407 (Puente Piedra),cliente,Puente Piedra,baja,-11.876228,-77.089348,2,3
408,Intersec. Av. El Derby (Lurin),interseccion,Lurin,baja,-12.274251,-76.851694,0,0
409,Intersec. Av. Benavides (Comas),interseccion,Comas,baja,-11.955478,-77.06972,0,0
410,Cliente #410 (Callao),cliente,Callao,baja,-12.043177,-77.107257,4,1
411,Cliente #411 (San Martin Porres),cliente,San Martin Porres,baja,-12.015813,-77.059214,3,2
412,Cliente #412 (San Juan Lurig),cliente,San Juan Lurig,baja,-12.15516,-76.988942,2,3
413,Intersec. Via Expresa (Puente Piedra),interseccion,Puente Piedra,baja,-11.878281,-77.101902,0,0
414,Intersec. Av. Colonial (Rimac),interseccion,Rimac,baja,-12.033613,-77.042591,0,0
415,Cliente #415 (Rimac),cliente,Rimac,baja,-12.007828,-77.025345,1,2
416,Cliente #416 (Carabayllo),cliente,Carabayllo,baja,-11.897331,-77.026582,3,1
417,Intersec. Av. Brasil (Brena),interseccion,Brena,media,-12.069497,-77.044781,0,0
418,Intersec. Av. Benavides (El Agustino),interseccion,El Agustino,baja,-12.046685,-77.030692,0,0
419,Cliente #419 (Surco),cliente,Surco,alta,-12.142226,-76.982121,3,2
420,Cliente #420 (San Juan Lurig),cliente,San Juan Lurig,baja,-12.149671,-76.995909,4,1
421,Cliente #421 (Independencia),cliente,Independencia,baja,-11.972967,-77.073743,3,2
422,Cliente #422 (Ate),cliente,Ate,baja,-12.014963,-76.906048,3,2
423,Intersec. Av. La Marina (Pachacamac),interseccion,Pachacamac,baja,-12.244354,-76.859441,0,0
424,Intersec. Via Expresa (Puente Piedra),interseccion,Puente Piedra,baja,-11.878469,-77.082229,0,0
425,Cliente #425 (Lurin),cliente,Lurin,baja,-12.276126,-76.858378,5,2
426,Hub Rappi Chorrillos,hub_rappi,Chorrillos,media,-12.179129,-77.011282,342,443
427,Intersec. Av. Tomas Marsano (Villa El Salvador),interseccion,Villa El Salvador,baja,-12.203545,-76.954037,0,0
428,Intersec. Av. Primavera (Brena),interseccion,Brena,media,-12.043069,-77.052386,0,0
429,Cliente #429 (Barranco),cliente,Barranco,alta,-12.137617,-77.008566,3,3
430,Cliente #430 (Carabayllo),cliente,Carabayllo,baja,-11.8943,-77.010453,5,2
431,Intersec. Av. La Encalada (Surco),interseccion,Surco,alta,-12.166487,-77.007425,0,0
432,Intersec. Av. Larco (Pueblo Libre),interseccion,Pueblo Libre,media,-12.079511,-77.06361,0,0
433,Intersec. Av. El Derby (Chorrillos),interseccion,Chorrillos,media,-12.153222,-77.010773,0,0
434,Cliente #434 (Carabayllo),cliente,Carabayllo,baja,-11.882088,-77.031901,4,2
435,Intersec. Av. Javier Prado (La Molina),interseccion,La Molina,media,-12.091899,-76.932836,0,0
436,Intersec. Av. Benavides (Carabayllo),interseccion,Carabayllo,baja,-11.870106,-77.044942,0,0
437,Cliente #437 (Jesus Maria),cliente,Jesus Maria,media,-12.080345,-77.045374,5,1
438,Intersec. Av. Larco (San Borja),interseccion,San Borja,alta,-12.091943,-76.997381,0,0
439,Don Belisario (San Juan Lurig),restaurante,San Juan Lurig,baja,-12.154223,-76.960518,75,38
440,Intersec. Av. Larco (Lurin),interseccion,Lurin,baja,-12.280199,-76.860693,0,0
441,Intersec. Av. Primavera (Villa Maria),interseccion,Villa Maria,baja,-12.160295,-76.950588,0,0
442,Intersec. Av. Universitaria (Pachacamac),interseccion,Pachacamac,baja,-12.216058,-76.859709,0,0
443,Intersec. Av. Colonial (La Molina),interseccion,La Molina,media,-12.098938,-76.957524,0,0
444,Intersec. Av. Tomas Marsano (Pueblo Libre),interseccion,Pueblo Libre,media,-12.071819,-77.073428,0,0
445,Cliente #445 (Carabayllo),cliente,Carabayllo,baja,-11.879277,-77.028794,3,3
446,Norkys (Lince),restaurante,Lince,media,-12.065663,-77.052124,23,62
447,Rockys (Ate),restaurante,Ate,baja,-12.018485,-76.928812,21,46
448,Intersec. Av. Benavides (Comas),interseccion,Comas,baja,-11.926703,-77.053157,0,0
449,Cliente #449 (Los Olivos),cliente,Los Olivos,baja,-11.968435,-77.057357,2,3
450,Cliente #450 (Santa Anita),cliente,Santa Anita,baja,-12.057553,-76.974449,2,3
451,Mediterraneo (San Juan Lurig),restaurante,San Juan Lurig,baja,-12.140479,-76.962492,23,38
452,Intersec. Av. Universitaria (Rimac),interseccion,Rimac,baja,-12.021087,-77.052157,0,0
453,Intersec. Av. Santa Cruz (Jesus Maria),interseccion,Jesus Maria,media,-12.054298,-77.060376,0,0
454,Cliente #454 (Santa Anita),cliente,Santa Anita,baja,-12.057868,-76.970761,5,1
455,Intersec. Av. La Marina (Carabayllo),interseccion,Carabayllo,baja,-11.886692,-77.023303,0,0
456,Cliente #456 (Villa Maria),cliente,Villa Maria,baja,-12.182531,-76.92402,3,1
457,Hub Rappi Miraflores,hub_rappi,Miraflores,muy_alta,-12.105705,-77.044352,275,267
458,Cliente #458 (Chorrillos),cliente,Chorrillos,media,-12.184703,-77.026743,1,1
459,Intersec. Av. Benavides (San Martin Porres),interseccion,San Martin Porres,baja,-12.001829,-77.050559,0,0
460,Intersec. Av. El Derby (Jesus Maria),interseccion,Jesus Maria,media,-12.056503,-77.031322,0,0
461,Intersec. Av. Primavera (Lurin),interseccion,Lurin,baja,-12.280007,-76.885337,0,0
462,Cliente #462 (Villa El Salvador),cliente,Villa El Salvador,baja,-12.190699,-76.927669,2,3
463,Cliente #463 (Magdalena),cliente,Magdalena,media,-12.104394,-77.060891,2,2
464,Cliente #464 (Villa El Salvador),cliente,Villa El Salvador,baja,-12.191735,-76.946804,2,3
465,Intersec. Av. Angamos (Villa El Salvador),interseccion,Villa El Salvador,baja,-12.201074,-76.955265,0,0
466,Cliente #466 (La Molina),cliente,La Molina,media,-12.062333,-76.925217,3,2
467,Cliente #467 (Villa El Salvador),cliente,Villa El Salvador,baja,-12.223891,-76.924606,1,2
468,Intersec. Av. Benavides (Jesus Maria),interseccion,Jesus Maria,media,-12.084414,-77.052029,0,0
469,Intersec. Av. Santa Cruz (La Molina),interseccion,La Molina,media,-12.075484,-76.951496,0,0
470,Hub Rappi San Borja,hub_rappi,San Borja,alta,-12.122328,-77.012378,180,258
471,Intersec. Av. Primavera (San Miguel),interseccion,San Miguel,media,-12.055747,-77.108431,0,0
472,Cliente #472 (Villa El Salvador),cliente,Villa El Salvador,baja,-12.229394,-76.952606,2,3
473,Intersec. Av. Colonial (Rimac),interseccion,Rimac,baja,-12.007992,-77.020088,0,0
474,Intersec. Av. Petit Thouars (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.142436,-76.973394,0,0
475,Cliente #475 (Chorrillos),cliente,Chorrillos,media,-12.157085,-77.038688,1,3
476,Intersec. Av. Caminos del Inca (San Borja),interseccion,San Borja,alta,-12.093725,-77.016319,0,0
477,Intersec. Av. La Encalada (Rimac),interseccion,Rimac,baja,-12.020049,-77.012073,0,0
478,Cliente #478 (San Isidro),cliente,San Isidro,muy_alta,-12.102952,-77.018463,5,1
479,Cliente #479 (Lurin),cliente,Lurin,baja,-12.29386,-76.884378,4,3
480,Cliente #480 (Santa Anita),cliente,Santa Anita,baja,-12.027181,-76.959986,5,1
481,Hub Rappi Pueblo Libre,hub_rappi,Pueblo Libre,media,-12.056743,-77.075099,340,334
482,Cliente #482 (San Miguel),cliente,San Miguel,media,-12.055608,-77.085947,2,1
483,Hub Rappi Pueblo Libre,hub_rappi,Pueblo Libre,media,-12.096175,-77.056088,232,247
484,Intersec. Av. Larco (Brena),interseccion,Brena,media,-12.04511,-77.038008,0,0
485,Cliente #485 (Magdalena),cliente,Magdalena,media,-12.103325,-77.065756,5,2
486,Cliente #486 (Villa Maria),cliente,Villa Maria,baja,-12.162289,-76.94347,5,1
487,Cliente #487 (Ate),cliente,Ate,baja,-12.014095,-76.899844,2,1
488,Intersec. Av. Santa Cruz (San Martin Porres),interseccion,San Martin Porres,baja,-12.009735,-77.082904,0,0
489,Cliente #489 (Jesus Maria),cliente,Jesus Maria,media,-12.063241,-77.061978,4,2
490,Intersec. Via Expresa (Lurin),interseccion,Lurin,baja,-12.280337,-76.849838,0,0
491,Cliente #491 (Lima Cercado),cliente,Lima Cercado,media,-12.054109,-77.046696,3,2
492,Intersec. Av. La Encalada (Pachacamac),interseccion,Pachacamac,baja,-12.221765,-76.87573,0,0
493,Intersec. Av. Larco (Santa Anita),interseccion,Santa Anita,baja,-12.033377,-76.970653,0,0
494,Cliente #494 (Rimac),cliente,Rimac,baja,-12.028747,-77.021958,2,3
495,Intersec. Av. Salaverry (La Molina),interseccion,La Molina,media,-12.086165,-76.94016,0,0
496,Hub Rappi El Agustino,hub_rappi,El Agustino,baja,-12.018938,-77.026065,434,330
497,Intersec. Av. Arequipa (San Isidro),interseccion,San Isidro,muy_alta,-12.079591,-77.036638,0,0
498,Cliente #498 (Santa Anita),cliente,Santa Anita,baja,-12.047364,-76.947173,5,2
499,Intersec. Av. Universitaria (Comas),interseccion,Comas,baja,-11.953392,-77.058201,0,0
500,Intersec. Av. Caminos del Inca (Independencia),interseccion,Independencia,baja,-11.991517,-77.05532,0,0
501,Intersec. Av. Benavides (Los Olivos),interseccion,Los Olivos,baja,-11.980548,-77.08035,0,0
502,Intersec. Av. Universitaria (Barranco),interseccion,Barranco,alta,-12.13779,-77.042299,0,0
503,Intersec. Av. Aviacion (Pachacamac),interseccion,Pachacamac,baja,-12.223684,-76.851216,0,0
504,Cliente #504 (Puente Piedra),cliente,Puente Piedra,baja,-11.885051,-77.09263,2,2
505,Intersec. Av. Javier Prado (La Molina),interseccion,La Molina,media,-12.083213,-76.962388,0,0
506,Cliente #506 (Pachacamac),cliente,Pachacamac,baja,-12.250677,-76.866599,4,2
507,Cliente #507 (Barranco),cliente,Barranco,alta,-12.135734,-77.024376,4,1
508,Intersec. Av. Santa Cruz (Jesus Maria),interseccion,Jesus Maria,media,-12.070005,-77.031393,0,0
509,Cliente #509 (Lurin),cliente,Lurin,baja,-12.291323,-76.864769,3,3
510,Intersec. Av. Petit Thouars (Surco),interseccion,Surco,alta,-12.143715,-77.019456,0,0
511,Intersec. Av. El Derby (San Miguel),interseccion,San Miguel,media,-12.068108,-77.079854,0,0
512,Cliente #512 (Pachacamac),cliente,Pachacamac,baja,-12.217681,-76.865436,5,3
513,Cliente #513 (El Agustino),cliente,El Agustino,baja,-12.043913,-77.019759,5,3
514,Intersec. Av. El Derby (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.165346,-76.979305,0,0
515,Intersec. Av. 28 de Julio (Lince),interseccion,Lince,media,-12.080674,-77.044586,0,0
516,Cliente #516 (Chorrillos),cliente,Chorrillos,media,-12.182737,-77.003232,1,3
517,Cliente #517 (Los Olivos),cliente,Los Olivos,baja,-11.983662,-77.049249,1,2
518,Cliente #518 (Callao),cliente,Callao,baja,-12.047379,-77.123833,2,3
519,Cliente #519 (Lince),cliente,Lince,media,-12.09826,-77.051161,1,1
520,Intersec. Av. 28 de Julio (Jesus Maria),interseccion,Jesus Maria,media,-12.09272,-77.049968,0,0
521,Cliente #521 (Pueblo Libre),cliente,Pueblo Libre,media,-12.09186,-77.078443,3,1
522,Intersec. Av. Javier Prado (Jesus Maria),interseccion,Jesus Maria,media,-12.09282,-77.037475,0,0
523,Cliente #523 (Villa El Salvador),cliente,Villa El Salvador,baja,-12.214265,-76.933095,2,2
524,Cliente #524 (Villa Maria),cliente,Villa Maria,baja,-12.153037,-76.941788,2,1
525,Intersec. Av. 28 de Julio (Surco),interseccion,Surco,alta,-12.130354,-76.986294,0,0
526,Intersec. Av. Universitaria (La Molina),interseccion,La Molina,media,-12.089025,-76.943758,0,0
527,Tanta (Santa Anita),restaurante,Santa Anita,baja,-12.044479,-76.941824,69,53
528,Intersec. Av. Primavera (Pueblo Libre),interseccion,Pueblo Libre,media,-12.057404,-77.073979,0,0
529,Intersec. Av. Angamos (San Juan Lurig),interseccion,San Juan Lurig,baja,-12.146558,-76.994549,0,0
530,Cliente #530 (Rimac),cliente,Rimac,baja,-12.049663,-77.020737,4,3
531,Cliente #531 (San Borja),cliente,San Borja,alta,-12.123388,-77.011699,2,2
532,Intersec. Av. Javier Prado (Independencia),interseccion,Independencia,baja,-11.981187,-77.063857,0,0
533,Intersec. Av. Caminos del Inca (Pueblo Libre),interseccion,Pueblo Libre,media,-12.085287,-77.082171,0,0
534,Intersec. Av. Angamos (Santa Anita),interseccion,Santa Anita,baja,-12.063405,-76.950544,0,0
535,Intersec. Av. Petit Thouars (Miraflores),interseccion,Miraflores,muy_alta,-12.112654,-77.020384,0,0
536,Cliente #536 (San Juan Lurig),cliente,San Juan Lurig,baja,-12.16097,-76.984469,5,2
537,Hub Rappi Independencia,hub_rappi,Independencia,baja,-12.001701,-77.057046,112,379
538,Cliente #538 (Ate),cliente,Ate,baja,-12.023125,-76.894821,5,2
539,Intersec. Av. Salaverry (Surco),interseccion,Surco,alta,-12.150557,-76.981565,0,0
540,Intersec. Av. Aviacion (Ate),interseccion,Ate,baja,-12.045217,-76.908773,0,0
541,La Mar (Miraflores),restaurante,Miraflores,muy_alta,-12.12811,-77.037551,49,92
542,Cliente #542 (Rimac),cliente,Rimac,baja,-12.050414,-77.020859,2,2
543,Intersec. Av. Arequipa (Puente Piedra),interseccion,Puente Piedra,baja,-11.87625,-77.060122,0,0
544,Intersec. Av. Tomas Marsano (Magdalena),interseccion,Magdalena,media,-12.068087,-77.066575,0,0
545,Cliente #545 (El Agustino),cliente,El Agustino,baja,-12.0576,-76.992237,5,1
546,Intersec. Av. Santa Cruz (San Borja),interseccion,San Borja,alta,-12.101076,-76.978717,0,0
547,Intersec. Av. Aviacion (Lurin),interseccion,Lurin,baja,-12.292134,-76.864193,0,0
548,Cliente #548 (Callao),cliente,Callao,baja,-12.075627,-77.1088,5,1
549,Intersec. Av. Benavides (Lince),interseccion,Lince,media,-12.088196,-77.016392,0,0
550,Intersec. Av. Caminos del Inca (Santa Anita),interseccion,Santa Anita,baja,-12.026885,-76.953907,0,0
551,Cliente #551 (Villa Maria),cliente,Villa Maria,baja,-12.155596,-76.932218,1,3
552,Cliente #552 (La Molina),cliente,La Molina,media,-12.068077,-76.958984,1,2
553,Cliente #553 (Surco),cliente,Surco,alta,-12.136887,-76.984237,1,3
554,Intersec. Av. Colonial (Pachacamac),interseccion,Pachacamac,baja,-12.214735,-76.893228,0,0
555,Cliente #555 (Lince),cliente,Lince,media,-12.096502,-77.030059,1,2
556,Intersec. Av. Larco (Villa Maria),interseccion,Villa Maria,baja,-12.154489,-76.920895,0,0
557,Intersec. Av. Javier Prado (San Martin Porres),interseccion,San Martin Porres,baja,-12.031198,-77.067343,0,0
558,Cliente #558 (Santa Anita),cliente,Santa Anita,baja,-12.056148,-76.942242,3,2
559,Intersec. Av. Salaverry (Lince),interseccion,Lince,media,-12.101462,-77.05256,0,0
560,Cliente #560 (San Martin Porres),cliente,San Martin Porres,baja,-12.035416,-77.078267,4,2
561,Intersec. Av. Primavera (Los Olivos),interseccion,Los Olivos,baja,-12.005132,-77.06747,0,0
562,Cliente #562 (Callao),cliente,Callao,baja,-12.074702,-77.118136,4,3
563,Cliente #563 (San Miguel),cliente,San Miguel,media,-12.078497,-77.097643,3,3
564,Cliente #564 (San Miguel),cliente,San Miguel,media,-12.090222,-77.085143,3,2
565,Cliente #565 (Carabayllo),cliente,Carabayllo,baja,-11.87017,-77.051126,4,2
566,Intersec. Av. Javier Prado (Callao),interseccion,Callao,baja,-12.072499,-77.129242,0,0
567,Cliente #567 (San Miguel),cliente,San Miguel,media,-12.092107,-77.073215,1,1
568,Cliente #568 (Brena),cliente,Brena,media,-12.045254,-77.033636,1,1
